element_id,text,page_number,filename,chunk_id,method,hypothetical_questions,keywords
4ce93f9dc0d9623c41987e6645d40406,"infusion (BHI) broth depleted of lactose (by lactase; fig. S7A) did not grow (Fig. 3D). Growth was reinstated upon transfer to re- gular BHI, excluding antibacterial effects of lactase treatment (Fig. 3D). Enterococcal expansion after allo-HCT was accompanied by a loss of Clostridium spp. in the microbiota of allo-HCT patients (Fig. 3, A and F) and of mice with GVHD (fig. S8, A to C, and table S7). This may be important for allo-HCT patients, as high abundances of clostridia are associated with better survival and low- er incidence of GVHD (12, 25). Commen- sal clostridia are known to produce large amounts of butyrate (26), which mitigates lethal GVHD in mice through protecting energy homeostasis of enterocytes (27). We observed that posttransplant enterococcal domination and a loss of clostridia were accompanied by a significant reduction in fecal butyrate in both allo-HCT patients and mice with GVHD (Fig. 3, E and G) (28). A loss of this key metabolite may contribute to the poor

--- Extracted Metadata ---
Keywords: BHI broth, lactose, Enterococcus, Clostridium, butyrate, GVHD, allo-HCT
Methods: lactase treatment, allo-HCT, GVHD
Hypothetical Questions: What is the effect of lactase treatment on bacterial growth?, How does the absence of Clostridium spp. affect the health of allo-HCT patients?, What role does butyrate play in the context of GVHD in mice?",6,gvhd_paper,49,"lactase treatment, allo-HCT, GVHD","What is the effect of lactase treatment on bacterial growth?, How does the absence of Clostridium spp. affect the health of allo-HCT patients?, What role does butyrate play in the context of GVHD in mice?","BHI broth, lactose, Enterococcus, Clostridium, butyrate, GVHD, allo-HCT"
e1b4a2dc2814d9f99fd5706ce933f5f2,"ith better survival and low- er incidence of GVHD (12, 25). Commen- sal clostridia are known to produce large amounts of butyrate (26), which mitigates lethal GVHD in mice through protecting energy homeostasis of enterocytes (27). We observed that posttransplant enterococcal domination and a loss of clostridia were accompanied by a significant reduction in fecal butyrate in both allo-HCT patients and mice with GVHD (Fig. 3, E and G) (28). A loss of this key metabolite may contribute to the poor outcomes in Enterococcus-dominated patients and mice.

--- Extracted Metadata ---
Keywords: GVHD, butyrate, clostridia, Enterococcus, allo-HCT, energy homeostasis, transplantation, metabolites
Methods: transplantation, allo-HCT
Hypothetical Questions: How does butyrate affect GVHD outcomes?, What is the role of clostridia in posttransplant health?, Can restoring clostridia improve survival rates in patients?",6,gvhd_paper,50,"transplantation, allo-HCT","How does butyrate affect GVHD outcomes?, What is the role of clostridia in posttransplant health?, Can restoring clostridia improve survival rates in patients?","GVHD, butyrate, clostridia, Enterococcus, allo-HCT, energy homeostasis, transplantation, metabolites"
40a35b9ee3db85699fca912f2b00f544,"Given that the optimal growth of enterococci depends on lactose availability in vitro, we investigated whether enterococcal expansion can be mitigated by feeding mice lactose-free chow (fig. S7B and table S8). In the C57BL/ 6→BALB/c model, the absence of dietary lactose significantly reduced posttransplant Enterococcus bloom and mitigated GVHD (Fig. 4A and fig. S9B). Flow cytometric anal- ysis of donor T cells on day +14 revealed a reduction in the percentage of activated and proliferating CD4+ T cells (CD4+CD69+; CD4+ Ki67+) as well as a reduction in the percent- age of CD4+Tbet+ (TH1) T cells (fig. S9). The effect of a lactose-free diet on enterococcal outgrowth and GVHD was replicated in the LP/J→C57BL/6 mouse model (Fig. 4B and table S9 for changes in non-enterococcal taxa). Intestinal mucosal damage by irradiation or allo-reactive T cells may affect the expres- sion of lactase, the enzyme found on small- intestine enterocytes that facilitates lactose absorption through

--- Extracted Metadata ---
Keywords: Enterococcus, GVHD, lactose, C57BL/6 mouse model, Flow cytometry, T cells, lactase
Methods: Flow cytometry, Mouse model investigation
Hypothetical Questions: How does lactose availability affect the growth of enterococci in mice?, What is the impact of a lactose-free diet on enterococcal expansion and GVHD?, Can enterococcal outgrowth be mitigated through dietary modifications in animal models?",6,gvhd_paper,51,"Flow cytometry, Mouse model investigation","How does lactose availability affect the growth of enterococci in mice?, What is the impact of a lactose-free diet on enterococcal expansion and GVHD?, Can enterococcal outgrowth be mitigated through dietary modifications in animal models?","Enterococcus, GVHD, lactose, C57BL/6 mouse model, Flow cytometry, T cells, lactase"
0ef257056a84ddc48ed44ff4787f9465,"ating CD4+ T cells (CD4+CD69+; CD4+ Ki67+) as well as a reduction in the percent- age of CD4+Tbet+ (TH1) T cells (fig. S9). The effect of a lactose-free diet on enterococcal outgrowth and GVHD was replicated in the LP/J→C57BL/6 mouse model (Fig. 4B and table S9 for changes in non-enterococcal taxa). Intestinal mucosal damage by irradiation or allo-reactive T cells may affect the expres- sion of lactase, the enzyme found on small- intestine enterocytes that facilitates lactose absorption through disaccharide cleavage. Duodenal lactase transcript abundance pro- gressively declined in BM+T recipients over the course of transplantation (fig. S9C), which may induce a lactose-intolerant–like state in mice, allowing nondigested lactose to reach the lower intestinal tract and serve as a car- bon source for bacteria.

--- Extracted Metadata ---
Keywords: CD4+ T cells, lactose-free diet, enterococcal outgrowth, GVHD, lactase, intestinal mucosal damage, transplantation
Methods: mouse model study, transplantation
Hypothetical Questions: What is the effect of a lactose-free diet on CD4+ T cell populations?, How does intestinal mucosal damage influence lactase expression during transplantation?, What might be the consequences of lactose intolerance-like states in the context of bacterial outgrowth during GVHD?",6,gvhd_paper,52,"mouse model study, transplantation","What is the effect of a lactose-free diet on CD4+ T cell populations?, How does intestinal mucosal damage influence lactase expression during transplantation?, What might be the consequences of lactose intolerance-like states in the context of bacterial outgrowth during GVHD?","CD4+ T cells, lactose-free diet, enterococcal outgrowth, GVHD, lactase, intestinal mucosal damage, transplantation"
080be761a0c841a6cae5994367f541c4,"Next, we explored whether enterococci ex- pansion is associated with lactose tolerance in human allo-HCT patients by genotyping 602 patients from the MSKCC cohort with available pretransplant germline DNA sam- ples for the gene polymorphism rs4988235 (-13910*T). This single-nucleotide polymorphism (SNP) regulates lactase expression and pre- dicts lactose absorption and/or tolerance (C/T

29 November 2019

or T/T alleles) and malabsorption (C/C alleles) in the upper gut (29). Although abundance of the genus Enterococcus increased comparably during exposure to broad-spectrum antibiotics in both lactose absorbers and malabsorbers, enterococcal domination was significantly prolonged in malabsorbers after cessation of antibiotics (Fig. 4D and fig. S10). This finding suggests that the maintenance of enterococ- cal domination and microbiota recovery after broad-spectrum antibiotic exposure is signif- icantly modulated by the luminal availability of lactose as a growth substrate.

--- Extracted Metadata ---
Keywords: enterococci, lactose tolerance, allo-HCT, genotyping, gene polymorphism, lactase expression, antibiotics
Methods: genotyping
Hypothetical Questions: Is enterococci expansion linked to lactose tolerance in human allo-HCT patients?, How does lactose availability affect enterococcal domination post-antibiotic treatment?",6,gvhd_paper,53,genotyping,"Is enterococci expansion linked to lactose tolerance in human allo-HCT patients?, How does lactose availability affect enterococcal domination post-antibiotic treatment?","enterococci, lactose tolerance, allo-HCT, genotyping, gene polymorphism, lactase expression, antibiotics"
644810e7f7503c7c93ff92c2a4d46736,"Fecal domination by Enterococcus spp. is a significant risk factor for the development of acute GVHD and for increased overall and GVHD-related mortality after allo-HCT. Our findings extend previous reports from smaller single-center analyses that posttransplant VRE bacteremia and fecal domination are associated with worse outcomes after allo-HCT (7, 8, 30). In gnotobiotic mouse models, enterococci exacerbate GVHD, consistent with previous reports of aggravated colitis in models of in- flammatory bowel disease (14) or systemic autoimmune responses (31). We previously identified Blautia abundance (a genus within class Clostridia) as a predictor of protection from lethal GVHD (12), whereas here we describe Enterococcus domination as a risk factor for GVHD. These two findings are noteworthy in light of our recent observa- tion that a B. producta strain can inhibit VRE growth via the production of a lantibiotic pro- tein (32). We identified a microbiota-intrinsic mechanism that is

--- Extracted Metadata ---
Keywords: Enterococcus spp., GVHD, allo-HCT, Blautia, VRE, lantibiotic, microbiota, gnotobiotic mouse models
Methods: microbiota analysis, gnotobiotic mouse models
Hypothetical Questions: How does fecal domination by Enterococcus spp. influence the risk of developing acute GVHD after allo-HCT?, What role does Blautia abundance play in protecting against GVHD?, How do enterococci exacerbate GVHD in gnotobiotic mouse models?, Can probiotics or specific bacteria reduce the risk of GVHD after transplantation?",6,gvhd_paper,54,"microbiota analysis, gnotobiotic mouse models","How does fecal domination by Enterococcus spp. influence the risk of developing acute GVHD after allo-HCT?, What role does Blautia abundance play in protecting against GVHD?, How do enterococci exacerbate GVHD in gnotobiotic mouse models?, Can probiotics or specific bacteria reduce the risk of GVHD after transplantation?","Enterococcus spp., GVHD, allo-HCT, Blautia, VRE, lantibiotic, microbiota, gnotobiotic mouse models"
99c66490bb40ec4c8e7b6148015cb4e6,"lammatory bowel disease (14) or systemic autoimmune responses (31). We previously identified Blautia abundance (a genus within class Clostridia) as a predictor of protection from lethal GVHD (12), whereas here we describe Enterococcus domination as a risk factor for GVHD. These two findings are noteworthy in light of our recent observa- tion that a B. producta strain can inhibit VRE growth via the production of a lantibiotic pro- tein (32). We identified a microbiota-intrinsic mechanism that is dependent on lactose uti- lization and favors the expansion of enterococci. This process may be triggered through a loss of lactase produced by enterocytes damaged by conditioning or allo-reactive T cells. We validated this concept experimentally, by showing that depletion of lactose in vitro and in vivo inhibited enterococcal expan- sion and mitigated GVHD, and clinically, by showing that patients harboring a lactose- malabsorption allele experienced prolonged Enterococcus domination after

--- Extracted Metadata ---
Keywords: Blautia, Enterococcus, GVHD, lactose, microbiota, autoimmune disease
Methods: microbiota analysis, lactose utilization inhibition, GVHD risk assessment
Hypothetical Questions: What impact does Blautia abundance have on GVHD outcomes?, How does lactose malabsorption relate to Enterococcus domination in patients?, What mechanisms can be derived from microbiota that influence GVHD severity?",6,gvhd_paper,55,"microbiota analysis, lactose utilization inhibition, GVHD risk assessment","What impact does Blautia abundance have on GVHD outcomes?, How does lactose malabsorption relate to Enterococcus domination in patients?, What mechanisms can be derived from microbiota that influence GVHD severity?","Blautia, Enterococcus, GVHD, lactose, microbiota, autoimmune disease"
5cff0bd2809061cf60309e2f0dffb140,"is dependent on lactose uti- lization and favors the expansion of enterococci. This process may be triggered through a loss of lactase produced by enterocytes damaged by conditioning or allo-reactive T cells. We validated this concept experimentally, by showing that depletion of lactose in vitro and in vivo inhibited enterococcal expan- sion and mitigated GVHD, and clinically, by showing that patients harboring a lactose- malabsorption allele experienced prolonged Enterococcus domination after antibiotic ex- posure. These observations in mice and allo- HCT patients provide proof-of-concept for a novel, non–antibiotic-based therapeutic strategy, such as a lactose-free diet, to attenu- ate the outgrowth of pathobionts like enter- ococci and possibly improve clinical outcomes by modulating dietary sources of nutrients for pathogenic bacteria.

--- Extracted Metadata ---
Keywords: lactose, enterococci, GVHD, intestinal microbiota, dietary strategies
Methods: diet modification, lactose-free diet
Hypothetical Questions: How can dietary changes affect the expansion of enterococci in the gut?, What is the role of lactose in the modulation of gut microbiota?, How does lactase deficiency influence pathogenic bacterial growth after antibiotic treatment?",6,gvhd_paper,56,"diet modification, lactose-free diet","How can dietary changes affect the expansion of enterococci in the gut?, What is the role of lactose in the modulation of gut microbiota?, How does lactase deficiency influence pathogenic bacterial growth after antibiotic treatment?","lactose, enterococci, GVHD, intestinal microbiota, dietary strategies"
674ac5ad9b1046a406d7fd24f4daeb37,"REFERENCES AND NOTES

1. Y. Litvak, M. X. Byndloss, A. J. Bäumler, Science 362, eaat9076 (2018).

2. M. S. Gilmore, F. Lebreton, W. van Schaik, Curr. Opin. Microbiol. 16, 10–16 (2013).

3. S. Schloissnig et al., Nature 493, 45–50 (2013). 4. F. Lebreton et al., Cell 169, 849–861.e13 (2017). 5. Y. Taur et al., Clin. Infect. Dis. 55, 905–914 (2012). 6. C. Ubeda et al., J. Clin. Invest. 120, 4332–4341 (2010). 7. E. Holler et al., Biol. Blood Marrow Transplant. 20, 640–645 (2014).

6 of 7

D o w n o a d e d

l

f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9

--- Extracted Metadata ---
Keywords: microbiology, infection, pathogen, clinical research, antibiotic resistance, gut microbiome, bacterial genomics",6,gvhd_paper,57,,,"microbiology, infection, pathogen, clinical research, antibiotic resistance, gut microbiome, bacterial genomics"
5c9fecb54a8ebe380af3e21bff60787d,"RES EARCH | R E P O R T

8. C. D. Ford et al., Biol. Blood Marrow Transplant. 23, 340–346

(2017).

9. H. J. Khoury et al., Haematologica 102 , 958–966 (2017). 10. Y. Shono et al., Sci. Transl. Med. 8, 339ra71 (2016). 11. Y. Taur et al., Blood 124, 1174–1182 (2014). 12. R. R. Jenq et al., Biol. Blood Marrow Transplant. 21, 1373–1383 (2015).

13. Y. Taur et al., Sci. Transl. Med. 10, eaap9489 (2018). 14. N. Steck et al., Gastroenterology 141, 959–971 (2011). 15. N. Geva-Zatorsky et al., Cell 168, 928–943.e11 (2017). 16. K. Riesner, M. Kalupa, Y. Shi, S. Elezkurtaj, O. Penack, Bone Marrow Transplant. 51, 410–417 (2016).

17. K. Dubin, E. G. Pamer, Microbiol. Spectr. doi:10.1128/ microbiolspec.BAD-0014-2016 (2014).

--- Extracted Metadata ---
Keywords: Blood Marrow Transplant, Haematology, Translational Medicine, Gastroenterology, Microbiology",7,gvhd_paper,58,,,"Blood Marrow Transplant, Haematology, Translational Medicine, Gastroenterology, Microbiology"
c3059dd7280c7875c6d24f27a00101a1,"18. R. R. Jenq et al., J. Exp. Med. 209, 903–911 (2012). 19. S. Caballero et al., Cell Host Microbe 21, 592–602.e4 (2017). 20. N. W. Palm et al., Cell 158, 1000–1010 (2014). 21. K. Brandl et al., Nature 455, 804–807 (2008). 22. D. Zhao et al., J. Clin. Invest. 128, 4970–4979 (2018). 23. C. A. Lindemans et al., Nature 528, 560–564 (2015). 24. K. H. Schleifer, A. Hartinger, F. Götz, FEMS Microbiol. Lett. 3, 9–11 (1978)

25. D. Weber et al., Biol. Blood Marrow Transplant. 23, 845–852 (2017).

26. P. A. Gill, M. C. van Zelm, J. G. Muir, P. R. Gibson, Aliment. Pharmacol. Ther. 48 , 15–34 (2018).

27. N. D. Mathewson et al., Nat. Immunol. 17, 505–513 (2016). 28. B. W. Haak et al., Blood 131, 2978–2986 (2018). 29. C. J. Ingram, C. A. Mulcare, Y. Itan, M. G. Thomas, D. M. Swallow, Hum. Genet. 124, 579–591 (2009). 30. J. Vydra et al., Clin. Infect. Dis. 55, 764–770 (2012). 31. S. Manfredo Vieira et al., Science 359, 1156–1161 (2018). 32. S. G. Kim et al., Nature 572, 665–669 (2019).

--- Extracted Metadata ---
Keywords: J. Exp. Med., Cell Host Microbe, Nat. Immunol., FEMS Microbiol. Lett., Business Blood Marrow Transplant, Aliment. Pharmacol. Ther.",7,gvhd_paper,59,,,"J. Exp. Med., Cell Host Microbe, Nat. Immunol., FEMS Microbiol. Lett., Business Blood Marrow Transplant, Aliment. Pharmacol. Ther."
941fffc9c03aa023f347155b8fabf1ae,"ACKN OW LEDG MEN TS

We thank G. M. Dunny and J. Willett (Department of Microbiology, University of Minnesota) as well as R. Zbasnik and V. Schlegel (Department of Food Science, University of Nebraska) for helpful discussion and for providing materials for revision of the manuscript. Funding: This work was supported by a German Research Foundation (DFG) scholarship to

--- Extracted Metadata ---
Keywords: Department of Microbiology, University of Minnesota, Department of Food Science, University of Nebraska, German Research Foundation, DFG",7,gvhd_paper,60,,,"Department of Microbiology, University of Minnesota, Department of Food Science, University of Nebraska, German Research Foundation, DFG"
8f343dafa24a4e697d0a4811780d130a,"C.K.S.-T.; a Young-Investigator-Award by American Society of Bone Marrow Transplantation to C.K.S.-T.; partially supported by the DFG research consortium TR221 “GvH/GvL” (project B13) to E.H.; by NCI awards R01-CA228358 (M.R.M.v.d.B.), R01-CA228308 (M.R.M.v.d.B.), MSKCC Cancer Center Core Grant P30 CA008748, and Project 4 of P01-CA023766 (M.R.M.v.d.B.); NHLBI award R01-HL125571 (M.R.M.v.d.B.), R01-HL123340 (M.R.M.v.d.B.), and K08-HL143189 (J.U.P.); NIA National Institute of Aging award Project 2 of P01-AG052359 (M.R.M.v.d.B.); NIAID award U01 AI124275 (M.R.M.v.d.B.); R01 AI032135 (E.G.P.); AI095706 (E.G.P.); U01 AI124275 (E.G.P. and J.B.X.); Tri-Institutional Stem Cell Initiative award 2016-013 (M.R.M.v.d.B.); the Lymphoma Foundation (M.R.M.v.d.B. and N.K.); the Susan and Peter Solomon Divisional Genomics Program (M.R.M.v.d.B.); the Parker Institute for Cancer Immunotherapy at Memorial Sloan Kettering Cancer Center (M.R.M.v.d.B. and J.U.P.); the Sawiris Foundation (J.U.P.); the Society

--- Extracted Metadata ---
Keywords: Bone Marrow Transplantation, Cancer Immunotherapy, National Institutes of Health Awards, Stem Cell Initiative, Lymphoma Foundation, Genomics Program",7,gvhd_paper,61,,,"Bone Marrow Transplantation, Cancer Immunotherapy, National Institutes of Health Awards, Stem Cell Initiative, Lymphoma Foundation, Genomics Program"
521b8d4b48d9391c6e0c583b02164e14,"of P01-AG052359 (M.R.M.v.d.B.); NIAID award U01 AI124275 (M.R.M.v.d.B.); R01 AI032135 (E.G.P.); AI095706 (E.G.P.); U01 AI124275 (E.G.P. and J.B.X.); Tri-Institutional Stem Cell Initiative award 2016-013 (M.R.M.v.d.B.); the Lymphoma Foundation (M.R.M.v.d.B. and N.K.); the Susan and Peter Solomon Divisional Genomics Program (M.R.M.v.d.B.); the Parker Institute for Cancer Immunotherapy at Memorial Sloan Kettering Cancer Center (M.R.M.v.d.B. and J.U.P.); the Sawiris Foundation (J.U.P.); the Society of Memorial Sloan Kettering Cancer Center (J.U.P.); MSKCC Cancer Systems Immunology Pilot Grant (J.U.P.); Empire Clinical Research Investigator Program (J.U.P.); Seres Therapeutics (M.R.M.v.d.B., J.U.P., J.B.S., A.L.C.G., A.G.C., A.E.S., and A.D.S.); Japan Society for the Promotion of Science KAKENHI (17H04206 to T.T. and 17K09945 to D.H.); the Center of Innovation Program from Japan Science and Technology Agency (T.T.); Mochida Memorial Foundation for Medical and Pharmaceutical Research (D.H.);

--- Extracted Metadata ---
Keywords: NIAID, Lymphoma, Stem Cell Initiative, Cancer Immunotherapy, Memorial Sloan Kettering, Japan Society for the Promotion of Science",7,gvhd_paper,62,,,"NIAID, Lymphoma, Stem Cell Initiative, Cancer Immunotherapy, Memorial Sloan Kettering, Japan Society for the Promotion of Science"
2b3e18f6ca0a777e145d0baac253e7e9,"f Memorial Sloan Kettering Cancer Center (J.U.P.); MSKCC Cancer Systems Immunology Pilot Grant (J.U.P.); Empire Clinical Research Investigator Program (J.U.P.); Seres Therapeutics (M.R.M.v.d.B., J.U.P., J.B.S., A.L.C.G., A.G.C., A.E.S., and A.D.S.); Japan Society for the Promotion of Science KAKENHI (17H04206 to T.T. and 17K09945 to D.H.); the Center of Innovation Program from Japan Science and Technology Agency (T.T.); Mochida Memorial Foundation for Medical and Pharmaceutical Research (D.H.); R56 AI137269-01 (J.B.X.); Conquer Cancer Foundation Young Investigator Award/Gilead Sciences (N.K.); NIH KL2 TR001115-03 (NCATS CTSA to A.D.S.); NIA 2P30AG028716-11 (Claude D. Pepper Older Americans Independence Center to A.D.S.); NCI R01CA203950-01 (to N.J.C., A.D.S., L.B., M.L, and A.B.); NIH 1R01HL124112-01A (A.D.S. and R.R.J.); and NIA R21AG066388- 01 (A.D.S. and N.J.C.). Author contributions: C.K.S.-T., E.G.P., J.U.P, and M.R.M.v.d.B. conceptualized the project; C.K.S.-T., A.L.C.G., A.S.,

--- Extracted Metadata ---
Keywords: Memorial Sloan Kettering Cancer Center, immunology, grant funding, clinical research, cancer research, biomedical research, Japan Science and Technology Agency, cancer therapy",7,gvhd_paper,63,,,"Memorial Sloan Kettering Cancer Center, immunology, grant funding, clinical research, cancer research, biomedical research, Japan Science and Technology Agency, cancer therapy"
b0e6ae534a8b19029da677a838d16920,"R56 AI137269-01 (J.B.X.); Conquer Cancer Foundation Young Investigator Award/Gilead Sciences (N.K.); NIH KL2 TR001115-03 (NCATS CTSA to A.D.S.); NIA 2P30AG028716-11 (Claude D. Pepper Older Americans Independence Center to A.D.S.); NCI R01CA203950-01 (to N.J.C., A.D.S., L.B., M.L, and A.B.); NIH 1R01HL124112-01A (A.D.S. and R.R.J.); and NIA R21AG066388- 01 (A.D.S. and N.J.C.). Author contributions: C.K.S.-T., E.G.P., J.U.P, and M.R.M.v.d.B. conceptualized the project; C.K.S.-T., A.L.C.G., A.S., S.D., A.P., J.R.C., Y.T., R.R.J., J.B.X., E.R.L., and J.U.P. were involved in data curation and formal analyses; C.K.S.-T., K.B.N., A.L., M.D.D., A.E.S., J.B.S., A.G.C., G.A., Y.S., M.B.d.S., K.A.M., D.B., R.P., A.T., S.M., M.E.A., A.J.P., M.M., R.J.W., L.A.A., E.F., D.P., M.A.J., D.W., A.D.S., D.H., C.S., J.A.M., K.R., M.L., A.B., L.B., K.H., and Y.H. conducted research and collected data; M.J.G.T.V., D.M.P., M.A.P., S.A.G.,

--- Extracted Metadata ---
Keywords: funding, research contributions, data analysis, data curation, project conceptualization
Methods: data curation, formal analyses, research conduction, data collection
Hypothetical Questions: What are the funding sources for this research?, Who were the individuals involved in the project and what were their contributions?, What type of methodologies were employed in this study?",7,gvhd_paper,64,"data curation, formal analyses, research conduction, data collection","What are the funding sources for this research?, Who were the individuals involved in the project and what were their contributions?, What type of methodologies were employed in this study?","funding, research contributions, data analysis, data curation, project conceptualization"
a34d9262ee9562aa092cc5a32cfee2f3,"T.T., E.H., N.J.C., E.G.P., and M.R.M.v.d.B. supervised the project and provided validation; and C.K.S.-T., J.U.P., A.L.C.G., and M.R.M.v.d.B. prepared data presentation and wrote the manuscript with contributions from all other authors. Competing interests: M.R.M.v.d.B has received research support from Seres Therapeutics; has consulted, received honorarium from, or participated in advisory boards for Seres Therapeutics, Flagship Ventures, Novartis, Evelo, Jazz Pharmaceuticals, Therakos, Amgen, Magenta Therapeutics, Merck & Co, Inc., Acute Leukemia Forum (ALF), and DKMS Medical Council (Board); and has IP Licensing with Seres Therapeutics and Juno Therapeutics and stock options from Smart Immune. J.U.P. reports research funding, intellectual property fees, and travel reimbursement from Seres Therapeutics and consulting fees from Davolterra. A.D.S. received research support from Seres Therapeutics, Merck, and Novartis. E.G.P. has received speaker honoraria from Bristol-Myer Squibb,

--- Extracted Metadata ---
Keywords: October 2023, M.R.M.v.d.B, Seres Therapeutics, research support, consulting fees, intellectual property",7,gvhd_paper,65,,,"October 2023, M.R.M.v.d.B, Seres Therapeutics, research support, consulting fees, intellectual property"
132f28abad5a45b914092bdf4401a997,"en, Magenta Therapeutics, Merck & Co, Inc., Acute Leukemia Forum (ALF), and DKMS Medical Council (Board); and has IP Licensing with Seres Therapeutics and Juno Therapeutics and stock options from Smart Immune. J.U.P. reports research funding, intellectual property fees, and travel reimbursement from Seres Therapeutics and consulting fees from Davolterra. A.D.S. received research support from Seres Therapeutics, Merck, and Novartis. E.G.P. has received speaker honoraria from Bristol-Myer Squibb, Celgene, Seres Therapeutics, MedImmune, Novartis, and Ferring Pharmaceuticals; is an inventor on patent application number WPO2015179437A1, entitled “Methods and compositions for reducing Clostridium difficile infection,” and patent number WPO2017091753A1, entitled “Methods and compositions for reducing vancomycin-resistant Enterococci infection or colonization”; and holds patents that receive royalties from Seres Therapeutics Inc. Other authors have no competing interests. Data and materials

--- Extracted Metadata ---
Keywords: Intellectual Property, Research Funding, Consulting Fees, Clostridium difficile, Enterococci, Pharmaceuticals, Competing Interests
Methods: IP Licensing, Research Funding, Consulting
Hypothetical Questions: What are potential conflicts of interest among authors?, How do intellectual property rights affect scientific research funding?, What are the implications of receiving funding from pharmaceutical companies in clinical research?",7,gvhd_paper,66,"IP Licensing, Research Funding, Consulting","What are potential conflicts of interest among authors?, How do intellectual property rights affect scientific research funding?, What are the implications of receiving funding from pharmaceutical companies in clinical research?","Intellectual Property, Research Funding, Consulting Fees, Clostridium difficile, Enterococci, Pharmaceuticals, Competing Interests"
64072ae2672100736c17f7e3a461d220,", Celgene, Seres Therapeutics, MedImmune, Novartis, and Ferring Pharmaceuticals; is an inventor on patent application number WPO2015179437A1, entitled “Methods and compositions for reducing Clostridium difficile infection,” and patent number WPO2017091753A1, entitled “Methods and compositions for reducing vancomycin-resistant Enterococci infection or colonization”; and holds patents that receive royalties from Seres Therapeutics Inc. Other authors have no competing interests. Data and materials availability: All data are available in the manuscript or the supplementary materials. Sequencing data have been deposited into Sequence Read Archive under Bioproject number PRJNA545312.

--- Extracted Metadata ---
Keywords: Clostridium difficile, vancomycin-resistant Enterococci, patent, royalties, sequencing data
Methods: patent application, royalty collection
Hypothetical Questions: What methods can be used to reduce Clostridium difficile infection?, What are the compositions involved in reducing vancomycin-resistant Enterococci infection?, How does patenting influence the development of treatments for infections?",7,gvhd_paper,67,"patent application, royalty collection","What methods can be used to reduce Clostridium difficile infection?, What are the compositions involved in reducing vancomycin-resistant Enterococci infection?, How does patenting influence the development of treatments for infections?","Clostridium difficile, vancomycin-resistant Enterococci, patent, royalties, sequencing data"
219d1d80ed4626912cb5f4ae148ca0f5,"SUPPLEMENTARY MATERIALS

science.sciencemag.org/content/366/6469/1143/suppl/DC1 Materials and Methods Table S1 to S10 Fig S1 to S10 References (33–53)

View/request a protocol for this paper from Bio-protocol.

18 March 2019; accepted 22 October 2019 10.1126/science.aax3760

D o w n o a d e d

l

f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9

Stein-Thoeringer et al., Science 366, 1143–1149 (2019)

29 November 2019

7 of 7

--- Extracted Metadata ---
Keywords: Stein-Thoeringer, Science, Supplementary Materials, Materials and Methods, protocol, Bio-protocol",7,gvhd_paper,68,,,"Stein-Thoeringer, Science, Supplementary Materials, Materials and Methods, protocol, Bio-protocol"
13eef874aac436b9a4b16c53eea6d0be,"Lactose drives C. K. Stein-Thoeringer, K. B. Nichols, A. Lazrak, M. D. Docampo, A. E. Slingerland, J. B. Slingerland, A. G. Clurman, G. Armijo, A. L. C. Gomes, Y. Shono, A. Staffas, M. Burgos da Silva, S. M. Devlin, K. A. Markey, D. Bajic, R. Pinedo, A. Tsakmaklis, E. R. Littmann, A. Pastore, Y. Taur, S. Monette, M. E. Arcila, A. J. Pickard, M. Maloy, R. J. Wright, L. A. Amoretti, E. Fontana, D. Pham, M. A. Jamal, D. Weber, A. D. Sung, D. Hashimoto, C. Scheid, J. B. Xavier, J. A. Messina, K. Romero, Lew, A. Bush, L. Bohannon, K. Hayasaka, Y. Hasegawa, M. J. G. T. Vehreschild, J. R. Cross, D. M. Ponce, M. A. Perales, S. A. Giralt, R. R. Jenq, T. Teshima, E. Holler, N. J. Chao, E. G. Pamer, J. U. Peled and M. R. M. van den Brink

Enterococcus

expansion to promote graft-versus-host disease

M.

Science DOI: 10.1126/science.aax3760

366

(6469), 1143-1149.

Lactose can fuel GVHD

--- Extracted Metadata ---
Keywords: Lactose, graft-versus-host disease, GVHD, Enterococcus
Methods: expansion to promote graft-versus-host disease
Hypothetical Questions: How does lactose influence graft-versus-host disease (GVHD)?, What role does lactose play in immune responses related to GVHD?",8,gvhd_paper,69,expansion to promote graft-versus-host disease,"How does lactose influence graft-versus-host disease (GVHD)?, What role does lactose play in immune responses related to GVHD?","Lactose, graft-versus-host disease, GVHD, Enterococcus"
